,index,neighborhood,regions,year,livability_score,income,population,working_population,total_job_growth
380,345,Geeren-zuid,Breda noord,2007,130,2815,3385,2740,
381,233,Geeren-zuid,Breda noord,2005,110,2815,3385,2740,
382,681,Geeren-zuid,Breda noord,2013,190,2815,3385,2740,
383,625,Geeren-zuid,Breda noord,2012,150,2815,3385,2740,
384,401,Geeren-zuid,Breda noord,2008,120,2815,3385,2740,
385,905,Geeren-zuid,Breda noord,2017,190,2815,3385,2740,
386,961,Geeren-zuid,Breda noord,2018,200,2815,3385,2740,
387,457,Geeren-zuid,Breda noord,2009,130,2815,3385,2740,
388,513,Geeren-zuid,Breda noord,2010,140,2815,3385,2740,
389,9,Geeren-zuid,Breda noord,2001,110,2815,3385,2740,
390,793,Geeren-zuid,Breda noord,2015,170,2815,3385,2740,
391,849,Geeren-zuid,Breda noord,2016,180,2815,3385,2740,
392,1017,Geeren-zuid,Breda noord,2019,230,2815,3385,2740,
393,121,Geeren-zuid,Breda noord,2003,110,2815,3385,2740,
394,289,Geeren-zuid,Breda noord,2006,120,2815,3385,2740,
395,569,Geeren-zuid,Breda noord,2011,140,2815,3385,2740,
396,737,Geeren-zuid,Breda noord,2014,170,2815,3385,2740,
397,65,Geeren-zuid,Breda noord,2002,120,2815,3385,2740,
398,1129,Geeren-zuid,Breda noord,2021,270,2815,3385,2740,
399,1143,Ginneken,Breda zuid-oost,2021,830,4100,5160,3980,-4.30%
400,527,Ginneken,Breda zuid-oost,2010,530,4100,5160,3980,-4.30%
401,583,Ginneken,Breda zuid-oost,2011,560,4100,5160,3980,-4.30%
402,415,Ginneken,Breda zuid-oost,2008,470,4100,5160,3980,-4.30%
403,303,Ginneken,Breda zuid-oost,2006,410,4100,5160,3980,-4.30%
404,639,Ginneken,Breda zuid-oost,2012,590,4100,5160,3980,-4.30%
405,975,Ginneken,Breda zuid-oost,2018,750,4100,5160,3980,-4.30%
406,79,Ginneken,Breda zuid-oost,2002,370,4100,5160,3980,-4.30%
407,919,Ginneken,Breda zuid-oost,2017,720,4100,5160,3980,-4.30%
408,1031,Ginneken,Breda zuid-oost,2019,770,4100,5160,3980,-4.30%
409,471,Ginneken,Breda zuid-oost,2009,490,4100,5160,3980,-4.30%
410,751,Ginneken,Breda zuid-oost,2014,620,4100,5160,3980,-4.30%
411,247,Ginneken,Breda zuid-oost,2005,380,4100,5160,3980,-4.30%
412,191,Ginneken,Breda zuid-oost,2004,370,4100,5160,3980,-4.30%
413,695,Ginneken,Breda zuid-oost,2013,590,4100,5160,3980,-4.30%
414,359,Ginneken,Breda zuid-oost,2007,450,4100,5160,3980,-4.30%
415,1087,Ginneken,Breda zuid-oost,2020,810,4100,5160,3980,-4.30%
416,863,Ginneken,Breda zuid-oost,2016,670,4100,5160,3980,-4.30%
417,23,Ginneken,Breda zuid-oost,2001,360,4100,5160,3980,-4.30%
418,135,Ginneken,Breda zuid-oost,2003,360,4100,5160,3980,-4.30%
419,807,Ginneken,Breda zuid-oost,2015,650,4100,5160,3980,-4.30%
420,83,Haagpoort,Breda west,2002,50,1700,2130,1720,9.00%
421,755,Haagpoort,Breda west,2014,140,1700,2130,1720,9.00%
422,531,Haagpoort,Breda west,2010,110,1700,2130,1720,9.00%
423,139,Haagpoort,Breda west,2003,60,1700,2130,1720,9.00%
424,195,Haagpoort,Breda west,2004,60,1700,2130,1720,9.00%
425,811,Haagpoort,Breda west,2015,140,1700,2130,1720,9.00%
426,307,Haagpoort,Breda west,2006,60,1700,2130,1720,9.00%
